date,Money market funds; total financial assets,Money market funds; private foreign deposits; asset,Money market funds; total time and savings deposits; asset,Money market funds; security repurchase agreements; asset,Money market funds; debt securities; asset,Money market funds; open market paper; asset,Money market funds; Treasury securities; asset,Money market funds; agency- and GSE-backed securities; asset,Money market funds; municipal securities; asset,Money market funds; corporate and foreign bonds; asset,Money market funds; unidentified miscellaneous assets (net),Money market funds; total financial assets,Money market funds; constant NAV total financial assets,Money market funds; floating NAV total financial assets,Money market funds; total financial assets of government funds,Money market funds; total financial assets of prime funds,Money market funds; total financial assets of tax-exempt funds,Variable annuity money market funds; total financial assets
2008:Q4,1428167,-59248,49158,-147236,1372401,383917,325595,880135,19668,-236912,213092,1428167,1428167,0,0,0,0,39884
2009:Q1,243161,-42076,342927,206644,-357321,-154798,-217476,159436,-31526,-112956,92986,243161,243161,0,0,0,0,-428
2009:Q2,-489866,49720,348700,-344911,-479942,-119095,-82454,-206712,-61486,-10196,-63432,-489866,-489866,0,0,0,0,-25312
2009:Q3,-948773,65308,-39462,-73093,-927814,-104056,-205450,-415724,-79267,-123316,26289,-948773,-948773,0,0,0,0,-24208
2009:Q4,-869899,-26672,36279,-49639,-782411,-69923,-200168,-415499,-103505,6684,-47456,-869899,-869899,0,0,0,0,-20752
2010:Q1,-1039853,-18800,-225444,-37753,-678575,-304904,-133082,-153914,-111995,25320,-79280,-1039853,-1039853,0,0,0,0,-15156
2010:Q2,-519940,780,-269377,60324,-307247,-166257,16855,-95930,-34551,-27364,-4421,-519940,-519940,0,0,0,0,-1108
2010:Q3,-171147,47116,80690,44859,-422910,-12065,-135797,-189183,-51209,-34656,79098,-171147,-171147,0,0,0,0,-9632
2010:Q4,-376584,6508,-25258,-69738,-204036,8506,-37759,-133017,-14493,-27272,-84061,-376584,-376584,0,0,0,0,-9072
2011:Q1,47324,14380,-19667,-68030,26913,34175,-81379,105195,-27706,-3372,93728,47324,47324,0,-171068,-49008,-36472,-2640
2011:Q2,95326,18540,39739,26876,-22026,-112596,243242,-78161,-74302,-208,32198,95326,95326,0,87112,-143964,-85032,1696
2011:Q3,-440506,-178592,-258597,108117,-16737,-137750,89700,79167,-38066,-9788,-94698,-440506,-440506,0,273404,-347300,-159700,12064
2011:Q4,-72444,-110940,-101487,-72675,127017,9150,213750,-71612,-25762,1492,85640,-72444,-72444,0,314548,-51388,-1432,-9844
2012:Q1,-24672,-11508,-50816,226985,-150519,-56034,153451,-121809,-50016,-76112,-38813,-24672,-24672,0,-339996,47532,-26480,-8752
2012:Q2,-71270,-29124,-22589,63186,59495,-44072,71293,21830,-34780,45224,-142237,-71270,-71270,0,-72240,-161724,-73036,-2704
2012:Q3,84557,29176,124424,-124119,207,14430,21805,-50501,-29023,43496,54868,84557,84557,0,-47368,332512,6096,-6356
2012:Q4,230193,12508,155584,77793,-72146,135652,-193026,-62084,-1789,49100,56454,230193,230193,0,256276,221004,76236,-1952
2013:Q1,-10575,22116,48746,-205671,88855,29400,46429,117864,-79221,-25616,35379,-10575,-10575,0,-158432,-68196,-70080,-15284
2013:Q2,151765,-47492,67349,-113174,356826,63675,192606,30584,24468,45492,-111744,151765,151765,0,54224,-95688,-42096,6568
2013:Q3,206438,-3336,117173,192334,-80821,-2,23837,-53641,-34780,-16236,-18912,206438,206438,0,203492,191656,16644,-524
2013:Q4,-144868,-10572,71468,-8401,-236216,-48089,-114628,32217,-35831,-69884,38853,-144868,-144868,0,27140,119616,24476,-7320
2014:Q1,81579,-58196,23474,288754,-334760,-57125,-140454,-43792,-43649,-49740,162307,81579,81579,0,-139016,-62988,-3996,-3552
2014:Q2,-70356,29524,9193,213945,-165385,-52300,-22422,-12365,-24902,-53396,-157633,-70356,-70356,0,-2048,-233080,-65312,-3812
2014:Q3,-17302,-13948,-1721,-123111,63885,37994,-34473,38446,-27191,49108,57594,-17302,-17302,0,156984,33444,2260,2868
2014:Q4,108831,3568,-13818,206220,8860,-21618,-53167,93531,-39422,29536,-96000,108831,108831,0,212932,180652,22920,-6176
2015:Q1,8274,-16128,-134164,159099,-109220,-18176,28339,-66193,-16674,-36516,108687,8274,8274,0,-167464,-101900,-13100,-6944
2015:Q2,43052,8020,-74212,-41429,218685,27462,162474,3619,-35457,60588,-68011,43052,43052,0,43272,-158672,-63880,512
2015:Q3,19703,-39704,-107937,237086,-106237,-4968,-165172,173064,-12045,-97116,36496,19703,19703,0,62884,163348,6836,22664
2015:Q4,-50094,-5976,-221111,-86184,222296,-116909,156779,194559,-48140,36008,40881,-50094,-50094,0,907116,-702252,44748,-8556
2016:Q1,238885,25976,-73649,-179868,417939,-69540,233465,176090,-64580,142504,48487,238885,238885,0,248556,-217956,-85552,1376
2016:Q2,-169738,-18576,-105384,-32888,109195,-225377,260008,335086,-42079,-218444,-122085,-169738,-169738,0,801020,-1014824,-166304,-13636
2016:Q3,-321072,-34392,-896144,875354,-422397,-724483,457218,142016,-209360,-87788,156508,-321072,-321072,0,2231028,-2072140,-261052,1036
2016:Q4,-239995,-9860,-173579,-324182,341323,47939,332050,16556,-28678,-26544,-73698,-239995,-239995,0,816432,-766468,-4660,-1380
2017:Q1,176871,6932,92083,402185,-345023,-18812,-325138,20678,-29951,8200,20694,176871,-16213,193084,-313848,195916,3664,-5800
2017:Q2,65371,-1316,-28710,201157,-47665,21001,-9410,-25800,-41607,8152,-58095,65371,-8441,73812,-186328,59472,-9188,-4720
2017:Q3,335302,9104,123205,9280,142286,96076,-35413,79619,-17065,19068,51427,335302,179098,156204,358056,195236,-4212,-1448
2017:Q4,83693,-7256,-37706,82734,88694,116327,-9159,-11093,-158,-7224,-42773,83693,112869,-29176,344820,8084,9564,-2816
2018:Q1,82708,-9952,-118837,-421682,627294,-46038,708085,-20521,-3787,-10444,5885,82708,59996,22712,-205828,-15160,10748,2028
2018:Q2,286199,6592,31697,251144,-10815,34857,-132046,63273,25713,-2612,7581,286199,270947,15252,36952,51720,7920,-3984
2018:Q3,-5290,-3140,76099,60920,-106038,115394,-24666,-192405,-5481,1120,-33132,-5290,-145962,140672,-48500,269564,-15676,1800
2018:Q4,313000,-2256,83796,227895,281207,48211,204096,6589,21403,908,-277642,313000,401796,-88796,455028,71704,58144,24592
2019:Q1,1068375,-300,67454,236731,639782,204790,186227,270876,-16919,-5192,124709,1068375,385063,683312,-28280,820132,-18696,-12920
2019:Q2,653746,2764,147216,388229,-856,110145,-174335,46494,5551,11288,116393,653746,570322,83424,313956,172984,-15236,2372
2019:Q3,724554,7136,-17421,109827,814126,22875,681913,96464,-7398,20272,-189115,724554,670766,53788,768484,172596,-8648,20
2019:Q4,404441,13784,26171,4893,196360,4698,16331,176609,-13846,12568,163233,404441,398937,5504,539792,119120,14912,-1576
2020:Q1,3196035,-14516,-152390,1566966,1819280,-130260,863942,1111679,-6869,-19212,-23305,3196035,3480851,-284816,3366696,-425044,-42800,45188
2020:Q2,1613291,-6556,-130382,-2754999,4628712,-81401,5407081,-726213,40605,-11360,-123484,1613291,1020863,592428,729076,694500,18068,-7916
2020:Q3,-1167881,-4868,-139620,433197,-1277505,-210443,-489864,-547486,-40440,10728,-179085,-1167881,-1098485,-69396,-226020,-675112,-61876,-4276
2020:Q4,-587629,-708,-121712,59119,-815711,56117,-407839,-398440,-49364,-16184,291383,-587629,-375393,-212236,21204,-315908,-28972,-10756
2021:Q1,1155664,5772,157029,828436,294603,88095,387750,-157238,-23300,-704,-130176,1155664,981880,173784,812304,66768,-22756,-6708
2021:Q2,304732,-7604,-189371,1689591,-1111303,-177338,-569289,-345113,-16576,-2988,-76581,304732,317888,-13156,282512,-117316,-23604,-10216
2021:Q3,-186695,2392,33385,2256442,-2822541,67492,-2593924,-278926,-6020,-11164,343628,-186695,-131395,-55300,137892,-103648,-18932,-3180
2021:Q4,484439,-2376,-83202,933487,-186431,-2289,170435,-331744,-12373,-10460,-177039,484439,667035,-182596,963916,-205520,-13472,-2624
