date,All sectors; corporate and foreign bonds; liability,Nonfinancial corporate business; corporate bonds; liability,Domestic financial sectors; corporate and foreign bonds; liability,U.S.-chartered depository institutions; corporate and foreign bonds; liability,Issuers of asset-backed securities; corporate and foreign bonds; liability,Finance companies; corporate and foreign bonds; liability,Real estate investment trusts; corporate and foreign bonds; liability,Security brokers and dealers; corporate and foreign bonds; liability,Holding companies; corporate and foreign bonds; liability,Other financial business; corporate and foreign bonds where the proceeds are down-streamed to broker-dealer subsidiaries by investment banks that are holding-company parents; liability,Rest of the world; bonds; liability,All sectors; corporate and foreign bonds; asset,Households and nonprofit organizations; corporate and foreign bonds; asset,Federal government; corporate bonds issued by commercial banking under TARP; asset,State and local governments; corporate and foreign bonds; asset,U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds; asset,U.S.-chartered depository institutions; private MBS and CMOs; asset,U.S.-chartered depository institutions, including IBFs; corporate and foreign bonds, excluding private MBS and CMOs; asset,Foreign banking offices in the U.S., including IBFs; corporate and foreign bonds; asset,Banks in U.S.-affiliated areas; corporate and foreign bonds; asset,Credit unions; corporate and foreign bonds; asset,Credit unions; mortgage-backed securities and other asset-backed bonds; asset,Credit unions; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Property-casualty insurance companies; corporate and foreign bonds, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; mortgage-backed securities and other asset-backed bonds, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Life insurance companies; corporate and foreign bonds; asset,Life insurance companies, general accounts; mortgage-backed securities and other asset-backed bonds, including those held by U.S. captive reinsurers; asset,Life insurance companies; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Private pension funds; corporate and foreign bonds; asset,Federal government retirement funds; corporate and foreign bonds; asset,State and local government employee defined benefit retirement funds; corporate and foreign bonds; asset,Money market funds; corporate and foreign bonds; asset,Mutual funds; corporate and foreign bonds; asset (market value),Closed-end funds; corporate and foreign bonds; asset,Exchange-traded funds; corporate and foreign bonds; asset,Government-sponsored enterprises; corporate and foreign bonds; asset,Government-sponsored enterprises; mortgage-backed securities and other asset-backed bonds; asset,Government-sponsored enterprises; corporate and foreign bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Finance companies; corporate and foreign bonds; asset,Real estate investment trusts; corporate and foreign bonds; asset,Security brokers and dealers; corporate and foreign bonds (net); asset,Holding companies; corporate and foreign bonds; asset,Other financial business; corporate and foreign bonds, including financial stabilization programs; asset,Rest of the world; corporate bonds; asset,Rest of the world; U.S. mortgage-backed securities and other U.S. asset-backed bonds; asset,Rest of the world: U.S. corporate bonds, excluding mortgage-backed securities and other asset-backed bonds; asset,Instrument discrepancies; corporate and foreign bonds (level)
1968:Q1,155571,124734,19448,1963,0,17485,0,0,0,0,11389,155571,15284,0,0,7572,0,7572,329,65,0,0,0,4555,0,4555,68358,0,68358,26738,0,24404,0,2375,1723,0,0,0,0,0,0,1087,0,0,3081,0,3081,0
1968:Q2,159158,128262,19447,2139,0,17308,0,0,0,0,11449,159158,16507,0,0,7916,0,7916,303,68,0,0,0,4872,0,4872,69272,0,69272,26757,0,25079,0,2166,1820,0,0,0,0,0,0,731,0,0,3667,0,3667,0
1968:Q3,162631,131563,19385,2222,0,17163,0,0,0,0,11683,162631,16756,0,0,8270,0,8270,275,70,0,0,0,5192,0,5192,69943,0,69943,26984,0,25813,0,2078,1913,0,0,0,0,0,0,1005,0,0,4332,0,4332,0
1968:Q4,167090,135025,19895,2221,0,17674,0,0,0,0,12170,167090,18046,0,0,8799,0,8799,256,71,0,0,0,5464,0,5464,70892,0,70892,27000,0,26565,0,1963,1963,0,0,0,0,0,0,1220,0,0,4851,0,4851,0
1969:Q1,170204,138462,19255,2097,0,17158,0,0,0,0,12487,170204,18338,0,0,9152,0,9152,254,72,0,0,0,5694,0,5694,71943,0,71943,26836,0,27401,0,2210,2072,0,0,0,0,0,0,745,0,0,5487,0,5487,0
1969:Q2,173237,141743,18802,2009,0,16773,20,0,0,0,12692,173237,19165,0,0,8723,0,8723,248,72,0,0,0,5814,0,5814,72453,0,72453,26912,0,28374,0,2312,2069,0,0,0,0,0,0,1395,0,0,5700,0,5700,0
1969:Q3,177218,144467,19644,2015,0,17545,84,0,0,0,13107,177218,20997,0,0,8622,0,8622,242,72,0,0,0,6074,0,6074,72765,0,72765,27451,0,29526,0,2632,2039,0,0,0,0,0,0,871,0,0,5927,0,5927,0
1969:Q4,181125,147000,20927,2037,0,18795,95,0,0,0,13198,181125,22060,0,0,8812,0,8812,259,74,0,0,0,6273,0,6273,72619,0,72619,27613,0,30559,0,2884,1975,0,0,0,0,0,0,1581,0,0,6416,0,6416,0
1970:Q1,184076,150069,20527,2060,0,17227,302,0,938,0,13480,184076,21476,0,0,10191,0,10191,199,72,0,0,0,6757,0,6757,73130,0,73130,27998,0,31618,0,3328,1777,0,0,0,0,0,0,724,0,0,6806,0,6806,0
1970:Q2,190032,155797,20813,2093,0,17342,400,0,978,0,13422,190032,22723,0,0,11698,0,11698,234,68,0,0,0,7231,0,7231,73544,0,73544,28131,0,32736,0,3458,1594,0,0,0,0,0,0,1341,0,0,7274,0,7274,0
1970:Q3,196459,161157,21484,2110,0,17920,400,0,1054,0,13818,196459,26462,0,0,11662,0,11662,229,64,0,0,0,7902,0,7902,73717,0,73717,28629,0,34033,0,3499,1423,0,0,0,0,0,0,1231,0,0,7608,0,7608,0
1970:Q4,204296,166756,23468,2135,0,19633,600,0,1100,0,14072,204296,29804,0,0,12299,0,12299,551,59,0,0,0,8578,0,8578,74078,0,74078,29443,0,35055,0,3479,1351,0,0,0,0,0,0,1690,0,0,7909,0,7909,0
1971:Q1,211629,172222,25053,2550,0,19669,715,0,2119,0,14354,211629,32046,0,0,15286,0,15286,272,59,0,0,0,8823,0,8823,75226,0,75226,28753,0,36274,0,3358,1436,0,0,0,0,0,0,1706,0,0,8390,0,8390,0
1971:Q2,217767,177621,25524,2638,0,19789,979,0,2118,0,14622,217767,34817,0,0,16513,0,16513,246,59,0,0,0,8910,0,8910,76219,0,76219,28355,0,37498,0,3577,1556,0,0,0,0,0,0,1428,0,0,8589,0,8589,0
1971:Q3,222668,181204,26530,2775,0,20718,895,0,2142,0,14934,222668,37283,0,0,17833,0,17833,259,60,0,0,0,8903,0,8903,77439,0,77439,27891,0,38136,0,3453,1697,0,0,0,0,0,0,749,0,0,8965,0,8965,0
1971:Q4,228780,185563,28205,2990,0,21961,1016,0,2238,0,15012,228780,37438,0,0,18397,0,18397,256,60,0,0,0,8863,0,8863,79529,0,79529,28614,0,38996,0,3662,1788,0,0,0,0,0,0,1815,0,0,9362,0,9362,0
1972:Q1,233774,188338,29941,3486,0,22632,1152,0,2671,0,15495,233774,37804,0,0,20942,0,20942,242,61,0,0,0,8764,0,8764,80820,0,80820,28491,0,40118,0,3929,1921,0,0,0,0,0,0,955,0,0,9727,0,9727,0
1972:Q2,239770,192150,31703,3623,0,23592,1280,0,3208,0,15917,239770,38259,0,0,22407,0,22407,211,62,0,0,0,8574,0,8574,82807,0,82807,29376,0,40719,0,3957,1951,0,0,0,0,0,0,929,0,0,10518,0,10518,0
1972:Q3,244117,195187,33141,3760,0,24313,1330,0,3738,0,15789,244117,38878,0,0,22550,0,22550,188,63,0,0,0,8349,0,8349,84150,0,84150,30609,0,42075,0,4117,1977,0,0,0,0,0,0,405,0,0,10756,0,10756,0
1972:Q4,249414,197750,35622,4127,0,25953,1390,0,4152,0,16042,249414,38605,0,0,22276,0,22276,333,64,0,0,0,8141,0,8141,86503,0,86503,30604,0,43227,0,4163,2028,0,0,0,0,0,0,2034,0,0,11436,0,11436,0
1973:Q1,252708,199202,37331,4059,0,27272,1540,0,4460,0,16175,252708,38862,0,0,22544,0,22544,252,69,0,0,0,8028,0,8028,87679,0,87679,31559,0,44592,0,4338,2195,0,0,0,0,0,0,710,0,0,11880,0,11880,0
1973:Q2,256442,202249,37868,3959,0,27518,1718,0,4673,0,16325,256442,38677,0,0,22120,0,22120,277,74,0,0,0,7903,0,7903,89602,0,89602,32043,0,45995,0,4227,2313,0,0,0,0,0,0,970,0,0,12241,0,12241,0
1973:Q3,260545,204906,39093,3940,0,28526,1770,0,4857,0,16546,260545,40642,0,0,20383,0,20383,252,74,0,0,0,7863,0,7863,91263,0,91263,32978,0,47427,0,4161,2418,0,0,0,0,0,0,540,0,0,12544,0,12544,0
1973:Q4,264923,206909,41014,4135,0,29861,1940,0,5078,0,17000,264923,41591,0,0,19571,0,19571,290,74,0,0,0,8002,0,8002,92333,0,92333,32733,0,48437,0,4312,2464,0,0,0,0,0,0,2388,0,0,12728,0,12728,0
1974:Q1,269612,210614,41321,4200,0,29521,2070,0,5530,0,17677,269612,43455,0,0,19847,0,19847,289,75,0,0,0,8336,0,8336,93807,0,93807,32694,0,49733,0,4516,2547,0,0,0,0,0,0,1476,0,0,12837,0,12837,0
1974:Q2,277072,216000,42922,4310,0,30526,2077,0,6009,0,18150,277072,46301,0,0,19331,0,19331,279,75,0,0,0,8871,0,8871,95208,0,95208,32897,0,51433,0,4702,2468,0,0,0,0,0,0,2177,0,0,13330,0,13330,0
1974:Q3,283826,220192,45069,4300,0,32258,2043,0,6468,0,18565,283826,48740,0,0,19303,0,19303,291,75,0,0,0,9472,0,9472,95974,0,95974,33745,0,53594,0,4693,2379,0,0,0,0,0,0,1744,0,0,13816,0,13816,0
1974:Q4,294692,226579,48741,4290,0,35492,2099,0,6860,0,19372,294692,55360,0,0,20414,0,20414,303,75,0,0,0,10012,0,10012,96293,0,96293,35009,0,54533,0,4882,2328,0,0,0,0,0,0,1789,0,0,13694,0,13694,0
1975:Q1,307419,236009,49930,4335,0,36649,1851,0,7095,0,21480,307419,58917,0,0,22992,0,22992,303,72,0,0,0,10517,0,10517,98504,0,98504,37113,0,56425,0,5125,2397,0,0,0,0,0,0,1130,0,0,13924,0,13924,0
1975:Q2,317363,244281,50381,4362,0,37236,1600,0,7183,0,22701,317363,57310,0,0,28253,0,28253,337,75,0,0,0,11134,0,11134,100109,0,100109,38643,0,58093,0,5325,2396,0,0,0,0,0,0,1809,0,0,13879,0,13879,0
1975:Q3,324035,247958,52110,4480,0,38846,1351,0,7433,0,23967,324035,61835,0,0,25759,0,25759,320,78,0,0,0,11841,0,11841,101856,0,101856,40128,0,59249,0,5461,2406,0,0,0,0,0,0,1272,0,0,13830,0,13830,0
1975:Q4,338387,253783,58064,4529,0,40435,1100,0,12000,0,26540,338387,66527,0,0,24443,0,24443,336,81,0,0,0,12192,0,12192,105353,0,105353,41911,0,60980,0,5622,2417,0,0,0,0,0,0,2992,1050,0,14483,0,14483,0
1976:Q1,347547,260254,58398,4700,0,40122,976,0,12600,0,28895,347547,63587,0,0,30714,0,30714,265,100,0,0,0,13599,0,13599,109252,0,109252,42444,0,62269,0,5514,2534,0,0,0,0,0,0,1435,1120,0,14714,0,14714,0
1976:Q2,356215,265211,60762,4966,0,41596,1000,0,13200,0,30242,356215,66059,0,0,29303,0,29303,274,127,0,0,0,14606,0,14606,112648,0,112648,42922,0,64050,0,5663,2592,0,0,0,0,0,0,1647,1190,0,15134,0,15134,0
1976:Q3,366373,270908,62644,5140,0,42231,973,0,14300,0,32821,366373,70192,0,0,29218,0,29218,262,138,0,0,0,15724,0,15724,116974,0,116974,41415,0,65410,0,5746,2633,0,0,0,0,0,0,1956,1260,0,15445,0,15445,0
1976:Q4,376665,276614,65347,5301,0,43959,916,0,15171,0,34704,377291,78001,0,0,29296,0,29296,262,150,0,0,0,16106,0,16106,122196,0,122196,40244,0,65706,0,5971,2609,0,0,0,0,0,0,2091,1439,0,13220,0,13220,-626
1977:Q1,384125,282016,66850,5350,0,44816,884,0,15800,0,35259,384751,79210,0,0,31561,0,31561,252,200,0,0,0,15664,0,15664,126416,0,126416,40117,0,65463,0,6101,2512,0,0,0,0,0,0,1891,1610,0,13754,0,13754,-626
1977:Q2,394011,285712,71373,6037,0,47887,849,0,16600,0,36926,394637,79097,0,0,29868,0,29868,251,261,0,0,0,18990,0,18990,131323,0,131323,41244,0,65725,0,6283,2332,0,0,0,0,0,0,2254,1820,0,15189,0,15189,-626
1977:Q3,403638,291816,73016,6294,0,48566,856,0,17300,0,38806,404264,79728,0,0,29808,0,29808,293,260,0,0,0,19822,0,19822,134777,0,134777,41567,0,68643,0,6832,2154,0,0,0,0,0,0,2152,2100,0,16128,0,16128,-626
1977:Q4,416683,299491,77863,7010,0,52059,829,0,17965,0,39329,415859,82151,0,0,27851,0,27851,419,257,0,0,0,19788,0,19788,140903,0,140903,44552,0,71286,0,7037,2064,0,0,0,0,0,0,2150,2344,0,15057,0,15057,824
1978:Q1,424291,303936,79688,7065,0,53701,722,0,18200,0,40667,423467,80386,0,0,30150,0,30150,464,277,0,0,0,20473,0,20473,145310,0,145310,45355,0,72486,0,6882,2132,0,0,0,0,0,0,2178,2100,0,15274,0,15274,824
1978:Q2,434042,310353,81845,7589,0,55054,702,0,18500,0,41844,433218,78881,0,0,29484,0,29484,480,298,0,0,0,20642,0,20642,150486,0,150486,49464,0,74772,0,6752,2203,0,0,0,0,0,0,1879,1890,0,15987,0,15987,824
1978:Q3,440371,315522,82523,7757,0,55155,711,0,18900,0,42326,439547,75297,0,0,30079,0,30079,533,368,0,0,0,21098,0,21098,154147,0,154147,51758,0,77273,0,6633,2291,0,0,0,0,0,0,1896,1680,0,16494,0,16494,824
1978:Q4,450404,320607,85133,7853,0,57153,633,0,19494,0,44664,448390,77589,0,0,29624,0,29624,561,439,0,0,0,21563,0,21563,158139,0,158139,52987,0,80039,0,6358,2331,0,0,0,0,0,0,1488,1446,0,15826,0,15826,2014
1979:Q1,457323,324975,86805,8040,0,57857,608,0,20300,0,45543,455309,76693,0,0,30678,0,30678,681,443,0,0,0,21858,0,21858,162415,0,162415,54034,0,80189,0,6602,2417,0,0,0,0,0,0,1576,1750,0,15973,0,15973,2014
1979:Q2,464259,330267,87912,8309,0,57872,631,0,21100,0,46080,462245,76497,0,0,26997,0,26997,700,449,0,0,0,22384,0,22384,165451,0,165451,57281,0,82063,0,7188,2396,0,0,0,0,0,0,2069,2100,0,16670,0,16670,2014
1979:Q3,470102,334133,88166,8974,0,56771,521,0,21900,0,47803,468088,71047,0,0,28819,0,28819,1153,500,0,0,0,23103,0,23103,167923,0,167923,60511,0,83493,0,7212,2369,0,0,0,0,0,0,1927,2450,0,17581,0,17581,2014
1979:Q4,480501,337915,92073,9495,0,59574,600,0,22404,0,50513,476864,78750,0,0,27223,0,27223,692,548,0,0,0,23559,0,23559,169637,0,169637,63691,0,82979,0,7162,2357,0,0,0,0,0,0,1616,2605,0,16045,0,16045,3637
1980:Q1,488937,343860,94459,9470,0,61073,616,0,23300,0,50618,484270,70991,0,0,29276,0,29276,688,646,0,0,0,23158,0,23158,174324,0,174324,67555,0,86156,207,6942,2360,0,0,0,0,0,0,1103,2660,0,18204,0,18204,4667
1980:Q2,505145,355030,98588,10042,0,63555,691,0,24300,0,51527,501967,71827,0,0,31517,0,31517,579,801,0,0,0,23980,0,23980,175405,0,175405,70981,0,90482,353,8035,2379,0,0,0,0,0,0,2649,2660,0,20319,0,20319,3178
1980:Q3,514913,362374,100927,10072,0,64937,618,0,25300,0,51612,510931,72683,0,0,30254,0,30254,600,941,0,0,0,23913,0,23913,177199,0,177199,74938,0,91669,382,8601,2391,0,0,0,0,0,0,1851,2730,0,22779,0,22779,3982
1980:Q4,519996,365570,102283,10015,0,65471,632,0,26165,0,52143,512436,69759,0,0,33678,0,33678,736,996,0,0,0,23571,0,23571,178279,0,178279,77724,0,92215,292,8478,2376,0,0,0,0,0,0,2041,2733,0,19558,0,19558,7560
1981:Q1,522885,371608,98819,9685,0,64945,689,0,23500,0,52458,515091,64597,0,0,32805,0,32805,873,960,0,0,0,24123,0,24123,180329,0,180329,79680,0,92924,258,8685,2561,0,0,0,0,0,0,2238,2590,0,22468,0,22468,7794
1981:Q2,534166,379240,101129,9447,0,65436,651,0,25595,0,53797,526025,65658,0,0,30662,0,30662,1082,839,0,0,0,24616,0,24616,183077,0,183077,80797,0,96785,543,9484,2466,0,0,0,0,0,0,2824,2551,0,24641,0,24641,8141
1981:Q3,541374,383712,102884,9074,0,65610,700,0,27500,0,54778,532301,64575,0,0,30364,0,30364,884,697,0,0,0,24943,0,24943,184528,0,184528,82197,0,98751,605,9475,2376,0,0,0,0,0,0,2284,2590,0,28032,0,28032,9073
1981:Q4,560216,390331,108687,9406,0,68906,686,0,29689,0,61198,549564,74450,0,0,30733,0,30733,1518,600,0,0,0,26261,0,26261,185503,0,185503,83328,0,100779,806,10074,2333,0,0,0,0,0,0,3415,2702,0,27062,0,27062,10652
1982:Q1,571819,398241,111555,9078,0,72196,681,0,29600,0,62023,561238,73532,0,0,32346,0,32346,1248,532,0,0,0,26449,0,26449,189292,0,189292,86550,0,102002,1051,9578,2620,0,0,0,0,0,0,3498,2030,0,30510,0,30510,10581
1982:Q2,578566,403341,112845,8956,0,73560,676,0,29653,0,62380,567976,66665,0,0,31180,0,31180,1493,480,0,0,0,26458,0,26458,193341,0,193341,88940,0,104416,845,9551,2676,0,0,0,0,0,0,4144,1333,0,36454,0,36454,10590
1982:Q3,594452,411321,117498,9620,0,74607,671,0,32600,0,65633,585219,71474,0,0,33114,0,33114,1696,437,0,0,0,26253,0,26253,196262,0,196262,92546,0,103545,674,10297,2740,0,0,0,0,0,0,5242,1610,0,39329,0,39329,9233
1982:Q4,617274,420997,123964,10439,0,76983,666,0,35876,0,72313,615603,76273,0,0,39509,0,39509,1807,400,0,0,0,25794,0,25794,201569,0,201569,95225,0,102580,502,10227,2771,0,0,0,0,0,0,5913,1890,0,51143,0,51143,1671
1983:Q1,627051,427194,126957,10865,0,77913,669,46,37300,164,72900,625662,72749,0,125,45431,0,45431,1982,363,0,0,0,24973,0,24973,206453,0,206453,99222,0,102388,447,10874,2480,0,0,0,0,0,0,4033,1925,0,52217,0,52217,1389
1983:Q2,641580,438317,129311,10775,0,77959,672,74,39465,366,73952,640144,68681,0,250,52933,0,52933,2141,330,0,0,0,23674,0,23674,211867,0,211867,100654,0,101813,507,11780,2497,0,0,0,0,0,0,7128,1941,0,53948,0,53948,1436
1983:Q3,653481,442938,136038,10819,1789,79715,675,122,42400,518,74505,651795,77231,0,500,51510,0,51510,2569,306,0,0,0,22387,0,22387,215897,0,215897,104978,0,97015,513,11972,2542,0,0,0,0,0,0,6727,2520,0,55128,0,55128,1686
1983:Q4,651976,446980,141903,10547,2995,80976,678,377,46057,273,63093,650339,69011,0,1000,54506,0,54506,3118,300,0,0,0,21597,0,21597,218141,0,218141,107945,0,93008,404,12952,2557,0,0,0,0,0,0,7942,3145,0,54713,0,54713,1637
1984:Q1,658744,455202,140762,10441,4750,83176,1195,128,40000,1072,62780,656771,43296,0,1781,61719,360,61359,3671,301,0,0,0,22050,0,22050,224265,0,224265,109255,0,92504,514,13088,2551,0,0,0,0,13742,0,7758,2870,0,57406,0,57406,1973
1984:Q2,677307,463644,150091,12548,6500,82735,1720,337,45288,963,63572,674470,48514,0,2875,60129,422,59707,4440,311,0,0,0,23316,0,23316,230880,0,230880,104616,0,99453,536,13068,2588,0,0,0,0,13750,0,7447,2712,0,59835,0,59835,2837
1984:Q3,703534,477439,162113,12266,8250,86731,2246,515,51000,1105,63982,701714,48040,0,4031,63980,435,63545,5415,335,0,0,0,24597,0,24597,236257,0,236257,112785,0,101238,574,13189,2296,0,0,0,0,14147,0,8751,3220,0,62859,0,62859,1820
1984:Q4,741996,495058,184044,16041,15799,90541,2822,1071,56781,989,62894,742196,45927,0,5000,70489,372,70117,6238,380,0,0,0,25745,0,25745,241637,0,241637,123398,0,102656,825,14429,2160,0,0,0,0,13580,0,13673,3741,0,72318,0,72318,-200
1985:Q1,770267,513558,193221,17881,20168,91061,3046,382,59000,1683,63488,770414,67308,0,5844,69457,384,69073,7288,433,0,0,0,27101,0,27101,249783,0,249783,117214,0,95328,892,15525,2225,0,0,0,0,13834,0,12018,4130,0,82034,0,82034,-147
1985:Q2,810719,535693,209467,19286,23753,98306,3276,548,61886,2412,65559,812072,76313,0,6625,73705,365,73340,8761,532,0,0,0,29595,0,29595,259204,0,259204,113241,0,99829,819,18098,2140,0,0,0,0,14923,0,17108,4570,0,86609,0,86609,-1353
1985:Q3,842011,554766,221089,21657,27094,98457,3516,622,66600,3143,66156,843265,79826,0,7344,74179,507,73672,10301,645,0,0,0,31697,0,31697,268056,0,268056,108676,0,104301,991,19014,2348,0,0,0,0,17404,0,19171,5670,0,93642,0,93642,-1254
1985:Q4,884279,578234,230941,25116,20079,105288,3699,1342,72284,3133,75104,887822,86726,0,8000,77255,363,76892,13495,742,0,0,0,33930,0,33930,279174,0,279174,97204,0,107419,993,22730,2508,0,0,0,0,17309,0,22855,6797,0,110685,0,110685,-3543
1986:Q1,955235,614192,261596,26905,36060,113787,3824,990,76100,3930,79447,960134,111988,0,8578,80444,965,79479,13683,795,0,0,0,37098,0,37098,291030,0,291030,106477,0,106515,786,27362,2653,0,0,0,0,18777,0,27310,6160,0,120478,0,120478,-4899
1986:Q2,1019977,653462,287797,28797,43388,119721,4364,1696,84847,4984,78718,1024523,130795,0,9062,86731,1572,85159,15630,831,0,0,0,41028,0,41028,301732,0,301732,111581,0,108323,1156,33687,3098,0,0,0,0,18823,0,25834,5626,0,130586,0,130586,-4546
1986:Q3,1069427,681794,308104,31276,49551,124781,4977,1322,90359,5838,79529,1073866,122617,0,9515,97167,2584,94583,18368,856,0,0,0,44936,0,44936,311181,0,311181,121394,0,112419,1551,36854,3526,0,0,0,0,23130,0,24991,5863,0,139498,0,139498,-4439
1986:Q4,1119899,705350,328188,32251,57453,131568,8468,3397,90488,4563,86361,1128566,129957,0,10000,102730,3697,99033,20330,876,0,0,0,48039,0,48039,319672,0,319672,123890,0,119080,1785,42231,3948,0,0,0,0,22392,0,23180,5537,0,154919,0,154919,-8667
1987:Q1,1177930,730491,360692,35553,75554,137525,8827,2952,94893,5388,86747,1184721,147941,0,10516,105851,3613,102238,21260,900,0,0,0,50389,0,50389,334306,0,334306,123347,0,120602,1716,47477,4061,0,0,0,0,23284,0,24317,6037,0,162717,0,162717,-6791
1987:Q2,1217134,748212,382573,35271,86090,143206,11231,3340,97940,5495,86349,1223021,161230,0,11063,112914,3545,109369,23784,929,0,0,0,52038,0,52038,352799,0,352799,120109,0,117592,1745,46184,4414,0,0,0,0,22848,0,21558,6385,0,167429,0,167429,-5887
1987:Q3,1266990,768763,410447,36113,97542,152313,13354,4022,101465,5638,87780,1270593,176689,0,11579,120784,3781,117003,23298,938,0,0,0,53562,0,53562,370313,0,370313,120154,0,113556,1679,45634,5171,0,0,0,0,25370,0,22669,6387,0,172810,0,172810,-3603
1987:Q4,1284665,784115,406210,37300,98255,141186,15276,3248,103698,7247,94340,1289827,144072,0,12000,147590,19431,128159,24500,899,0,0,0,55539,0,55539,386143,0,386143,120002,0,119528,2181,44049,6092,0,0,0,0,28095,0,19388,6543,0,173206,0,173206,-5162
1988:Q1,1325461,809612,417737,37169,109944,139103,15762,3498,104504,7757,98112,1331654,145465,0,12313,159142,17480,141662,24700,727,0,0,0,57811,0,57811,405700,0,405700,117049,0,121679,3423,44370,7943,0,0,0,0,29466,0,22038,5841,0,173987,0,173987,-6193
1988:Q2,1377488,840675,438831,38476,118121,145961,16299,5327,107699,6948,97982,1383150,143320,0,12501,172877,21012,151865,24956,436,0,0,0,60219,0,60219,420956,0,420956,116670,0,131453,2671,45712,11165,0,0,0,0,32269,0,23700,5759,0,178486,0,178486,-5662
1988:Q3,1413105,865654,448162,38686,124483,147367,16346,5511,108250,7519,99289,1418950,141925,0,12689,177933,23189,154744,24336,147,0,0,0,62819,0,62819,436424,0,436424,122608,0,131466,2503,45285,14089,0,0,0,0,31672,0,25574,5912,0,183568,0,183568,-5845
1988:Q4,1486714,887232,472901,38909,147615,147040,17066,7517,108571,6183,126581,1487459,167951,0,13000,176705,24363,152342,23966,30,0,0,0,65667,0,65667,454843,0,454843,125572,2,138212,2328,46943,16537,0,0,0,0,32918,0,29141,6645,0,186999,0,186999,-745
1989:Q1,1541403,901803,511716,38316,185787,144554,17798,9649,109236,6376,127884,1541754,198076,0,13438,166741,27180,139561,22867,23,0,0,0,68862,0,68862,466785,0,466785,125628,5,145739,2708,47722,17399,0,0,0,0,33992,0,32066,6606,0,193097,0,193097,-351
1989:Q2,1574121,923201,521341,39065,184840,152495,18064,10865,109417,6595,129579,1577198,201204,0,14001,162765,27962,134803,23175,15,0,0,0,72504,0,72504,485611,0,485611,129087,8,149842,3425,50071,16230,0,0,0,0,36113,0,31710,6536,0,194901,0,194901,-3077
1989:Q3,1598428,939038,528228,38934,184235,158267,18265,10128,110442,7957,131162,1601011,205346,0,14564,159311,28738,130573,25366,34,0,0,0,76139,0,76139,495801,0,495801,132805,11,149978,3929,49971,16978,0,0,0,0,37252,0,31358,6265,0,195903,0,195903,-2583
1989:Q4,1637311,961079,540872,38288,194140,162688,18020,13783,109096,4857,135360,1646979,212756,0,15000,155673,28866,126807,27254,65,0,0,0,79311,0,79311,507790,0,507790,137739,16,152597,3766,51216,16660,0,0,0,0,38981,0,32872,7500,0,207783,0,207783,-9668
1990:Q1,1659892,967962,548012,37042,201476,164666,17772,12289,107891,6876,143918,1667857,210259,0,15313,156488,30818,125670,28647,867,0,0,0,82105,0,82105,520831,0,520831,140513,25,155216,4168,52276,18324,0,0,0,0,38818,0,26977,8087,0,208943,0,208943,-7965
1990:Q2,1697586,984418,564343,34488,214353,170880,18243,10825,105574,9980,148825,1706460,216772,0,15501,152301,27774,124527,29645,56,125,125,0,84606,0,84606,537027,0,537027,148129,35,153595,5396,55055,17234,0,0,0,0,40978,0,30696,6621,0,212688,0,212688,-8874
1990:Q3,1708734,991867,567552,32808,223656,171573,17389,14312,99762,8052,149315,1716345,217094,0,15689,146358,27573,118785,30738,45,250,250,0,86930,0,86930,551721,0,551721,153137,43,148832,2790,53917,16594,0,0,0,0,42534,0,30738,6154,0,212781,0,212781,-7611
1990:Q4,1753924,1008167,593161,36935,237816,179451,18078,15289,97871,7721,152596,1755742,248897,0,16000,143526,30290,113236,33677,48,375,375,0,89192,0,89192,562883,0,562883,157451,90,142136,2007,55370,15741,0,0,0,0,44427,0,28902,6363,0,208657,0,208657,-1818
1991:Q1,1792302,1027331,609246,35937,246930,183487,18554,16421,98928,8989,155725,1795396,261635,0,16422,139168,56777,82391,33475,104,475,475,0,91871,0,91871,573293,0,573293,164766,117,136287,2433,65027,15133,0,0,0,0,46522,0,29191,6000,0,213477,0,213477,-3094
1991:Q2,1838158,1051467,628215,35704,259029,186467,18246,18154,98659,11956,158476,1841098,273524,0,16938,133827,57849,75978,32739,254,609,609,0,94093,0,94093,588739,0,588739,167608,130,134043,3307,73638,15017,0,0,0,0,48812,0,33657,5095,0,219068,0,219068,-2940
1991:Q3,1874995,1071876,640732,33498,274236,187118,17780,18212,96730,13158,162387,1880737,260418,0,17485,142258,57514,84744,34493,324,742,742,0,95859,0,95859,594179,0,594179,174489,147,141610,2899,81717,14431,0,0,0,0,54108,0,37496,5222,0,222860,0,222860,-5742
1991:Q4,1912119,1086935,648406,33784,271760,194283,17946,19000,96963,14670,176778,1927788,259579,0,18000,144699,58877,85822,37425,145,820,820,0,97168,0,97168,590176,0,590176,178532,167,144711,3894,96960,14102,0,0,0,0,59266,0,40884,5249,0,236011,0,236011,-15669
