date,State and local government employee defined benefit retirement funds; total financial assets,State and local government employee defined benefit retirement funds; checkable deposits and currency; asset,State and local government employee defined benefit retirement funds; total time and savings deposits; asset,State and local government employee defined benefit retirement funds; money market fund shares; asset,State and local government employee defined benefit retirement funds; security repurchase agreements; asset,State and local government employee defined benefit retirement funds retirement funds; debt securities; asset,State and local government employee defined benefit retirement funds; commercial paper; asset,State and local government employee defined benefit retirement funds; Treasury securities; asset,State and local government employee defined benefit retirement funds; agency- and GSE-backed securities; asset,State and local government employee defined benefit retirement funds; municipal securities; asset,State and local government employee defined benefit retirement funds; corporate and foreign bonds; asset,State and local government employee defined benefit retirement funds; total mortgages; asset,State and local government employee defined benefit retirement funds; corporate equities; asset,State and local government employee defined benefit retirement funds; mutual fund shares; asset,State and local government employee defined benefit retirement funds; miscellaneous assets,State and local government employee defined benefit retirement funds; claims of pension fund on sponsor; asset,State and local government employee defined benefit retirement funds; unidentified miscellaneous assets,State and local government employee defined benefit retirement funds; pension entitlements (total liabilities)
2003:Q4,219720,16976,1820,30232,1780,203244,14224,-5392,124072,7260,63080,-28968,-335204,8432,321408,298876,22532,219736
2004:Q1,218629,19900,2000,42304,2488,159928,19908,1796,135932,7208,-4916,-12076,-211952,-892,216929,218401,-1472,218756
2004:Q2,220000,-11588,104,-87740,-5160,170692,-41288,-9228,132028,8496,80684,12448,222136,103740,-184632,-218644,34012,220132
2004:Q3,223771,4232,-156,18200,1156,-165400,10504,25072,-105180,-7796,-88000,-11904,-55940,-93312,526895,554447,-27552,223908
2004:Q4,225106,-12752,-1872,-17260,-940,271796,-6504,45284,-71268,-6844,311128,-2164,312068,4544,-328314,-360810,32496,225248
2005:Q1,221572,-2440,-828,4156,336,40696,3936,63148,-27112,-6460,7184,-9400,139052,-17648,67648,68932,-1284,221688
2005:Q2,225479,2252,-356,13624,916,-203216,8948,1772,-143460,-6800,-63676,-940,6688,-9080,415591,397907,17684,225600
2005:Q3,229625,-7856,472,-18252,-1024,40356,-7456,-42056,19384,304,70180,-8296,-247472,-56016,527713,529749,-2036,229748
2005:Q4,231504,9544,1644,27052,1768,148480,16540,23508,114304,300,-6172,6972,-30308,-8976,75328,68412,6916,231636
2006:Q1,228559,-3156,788,-6044,-272,19024,-956,-27620,35152,344,12104,3132,311120,47304,-143337,-185721,42384,228636
2006:Q2,233347,-2388,840,-4024,-144,111552,92,-3984,75276,364,39804,4596,-55480,-43828,222223,245051,-22828,233432
2006:Q3,238426,-1020,40,10516,776,-1920,8424,4608,-52656,-564,38268,8724,-155252,-15156,391718,386706,5012,238516
2006:Q4,241131,60,176,13236,964,100464,10372,16396,11572,-396,62520,-4028,-258848,-8976,398083,380915,17168,241224
2007:Q1,238524,-5024,-476,-752,80,-94788,2368,-45396,-153584,-372,102196,5652,-38988,-21208,394028,401164,-7136,238708
2007:Q2,243949,4892,796,25724,1820,324132,18768,74184,72388,-288,159080,6704,89976,-4820,-205275,-218451,13176,244148
2007:Q3,249445,-10524,-1860,-42048,-2632,-73660,-23208,-23264,-42664,-256,15732,7176,-69032,-44772,486797,461505,25292,249660
2007:Q4,252241,460,-340,-2924,-68,64272,928,-66424,-106760,140,236388,31228,79440,-64064,144237,157573,-13336,252468
2008:Q1,252287,8012,704,23244,1700,-38140,18236,-26564,-42388,-124,12700,-6076,314024,-25980,-25201,-11901,-13300,252488
2008:Q2,255077,-84,-412,-5036,-192,69052,-104,1552,-22416,-212,90232,-33940,274428,-67376,18637,26349,-7712,255284
2008:Q3,260797,-988,-1344,-29084,-1856,-117576,-16856,-10444,-69096,24,-21204,-6452,176308,29212,212577,243033,-30456,261004
2008:Q4,263655,15380,500,23704,1788,-250924,19784,-27932,-86020,-212,-156544,-9280,261728,17388,203371,257071,-53700,263856
2009:Q1,260355,10408,-56,7452,684,-117692,8864,23520,-43636,-436,-106004,-1860,291704,-25704,95419,132083,-36664,260480
2009:Q2,264912,236,-1208,-24592,-1588,-18736,-14652,42776,-33148,-352,-13360,-3008,-549132,-105348,968288,977472,-9184,265016
2009:Q3,268430,8812,-24,6140,596,-21588,8036,-5176,-8852,372,-15968,96,-42420,-41912,358730,363190,-4460,268524
2009:Q4,267899,-2152,-648,-16292,-1028,37304,-9180,20956,9708,788,15032,-2860,15756,18496,219323,184267,35056,267984
2010:Q1,260635,2340,-396,-6992,-364,51804,-2240,29564,22268,680,1532,1244,-116316,-11128,340443,332407,8036,260744
2010:Q2,261454,4504,-268,-2604,-40,-57592,1204,-20556,-14852,624,-24012,812,292096,26248,-1702,-10078,8376,261572
2010:Q3,261782,-10388,-652,-4220,-168,-28680,-156,-29456,-38560,316,39176,1168,-209448,-48872,563042,560946,2096,261904
2010:Q4,259012,4324,-120,18836,1604,93808,19732,34000,7924,940,31212,-2652,-236080,816,378476,350616,27860,259140
2011:Q1,250746,9464,64,26260,2224,55200,27300,19952,4008,584,3356,-1240,-161548,3592,316730,287678,29052,250840
2011:Q2,251048,1048,-236,12692,1216,23884,16300,30008,20700,228,-43352,564,6780,2148,202952,187088,15864,251152
2011:Q3,251649,-4888,648,-23504,-1852,-297556,-21420,-95868,-124008,-1620,-54640,8892,614344,-213180,168745,159513,9232,251768
2011:Q4,249841,-5400,636,-24556,-1936,-38228,-22376,-39188,-93936,-1396,118668,-3168,-175480,-89116,587089,583093,3996,249968
2012:Q1,245294,8392,988,3596,280,280320,3276,170392,87400,-1376,20628,-6140,-200,-172708,130766,160214,-29448,245556
2012:Q2,243370,5540,912,-2236,-176,21056,-2040,23180,-28448,-1384,29748,-2404,146516,-61888,136050,113798,22252,243644
2012:Q3,243625,6108,2068,7528,596,-58256,6860,-33208,-41356,1360,8088,-912,-225780,54812,457461,444693,12768,243892
2012:Q4,240691,3708,1940,3812,300,58960,3476,21072,-7436,1432,40416,400,23860,52564,95147,104651,-9504,240964
2013:Q1,232943,3040,1904,2780,220,70956,2532,51932,13644,1444,1404,-4156,-324616,44496,438319,434527,3792,232756
2013:Q2,232759,-6484,1392,-11944,-944,87308,-10884,7324,-15660,1752,104776,-1632,-67404,58672,173795,174903,-1108,232564
2013:Q3,233028,4184,492,7060,560,32412,6436,-14020,-904,184,40716,-5988,-213944,26784,381468,380804,664,232832
2013:Q4,231442,15088,1732,23196,1828,102232,21136,-12376,-396,96,93772,-4216,-314340,18920,387002,391466,-4464,231244
2014:Q1,225527,-3516,-380,-4328,-340,25912,-3944,5156,11144,-240,13796,3772,-183988,46076,342319,332991,9328,225372
2014:Q2,227825,-5376,-600,-7084,-560,150892,-6456,49468,35296,-132,72716,8480,-99180,33260,147993,141541,6452,227672
2014:Q3,230756,2648,-1736,-7112,-560,51188,-6484,3768,1940,-236,52200,-7268,95204,37804,60588,74160,-13572,230600
2014:Q4,231673,15220,-300,11836,932,-8384,10788,-10708,-3112,-48,-5304,1960,-157852,59368,308893,294557,14336,231516
2015:Q1,227689,1712,-1844,-8524,-672,-75404,-7768,-98824,-54256,-24,85468,2272,60412,42664,207073,199353,7720,227592
2015:Q2,231294,18808,108,17244,1360,115136,15716,53264,24596,172,21388,1840,31964,33044,11790,24094,-12304,231196
2015:Q3,234649,-9412,-868,-9948,-784,-80736,-9068,-67964,-31516,180,27632,932,250764,45592,39109,42221,-3112,234548
2015:Q4,235072,-248,-276,1384,108,58020,1264,24736,17604,176,14240,-5584,-252680,-380,434728,425056,9672,234972
2016:Q1,232482,-7104,-720,-7096,-560,-16044,-6464,-32404,-11100,172,33752,1616,52608,-14540,224322,233038,-8716,232504
2016:Q2,232324,14048,652,19080,1508,-41252,17384,44956,33856,-4,-137444,3040,-127428,84320,278356,221780,56576,232344
2016:Q3,234525,-8484,504,8576,676,11828,7816,82352,-11016,184,-67508,35992,-158148,-9328,352909,305217,47692,234548
2016:Q4,234031,9044,1524,30996,2444,66724,28248,97420,-12636,548,-46856,-14584,-140968,15860,262991,219063,43928,234056
2017:Q1,228295,-22500,-316,-9356,-740,49676,-8528,82688,-9960,44,-14568,-16572,-141108,9652,359559,294575,64984,228368
2017:Q2,230115,-18324,-72,-4012,-316,25088,-3656,87100,-6132,-56,-52168,-8488,8268,9128,218843,163307,55536,230192
2017:Q3,231830,2572,-244,7488,592,46172,6824,16788,10036,1308,11216,-16456,-21504,15740,197470,166094,31376,231908
2017:Q4,230995,-3352,-784,-3876,-304,89188,-3532,96864,40676,1364,-46184,10988,-93176,3540,228771,207431,21340,231076
2018:Q1,225587,1668,-328,5756,452,175528,5244,63868,25072,1652,79692,2156,15448,60348,-35441,-70469,35028,225412
2018:Q2,227768,-1232,-596,192,16,-67468,172,34404,17800,1344,-121188,7940,-97404,47584,338736,299088,39648,227592
2018:Q3,230431,-1448,-108,-2896,-228,1716,-2640,-6864,-7220,-2680,21120,12464,-179024,-61872,461827,481351,-19524,230252
2018:Q4,231095,-5600,-424,-11216,-884,117776,-10220,119832,15300,2568,-9704,-848,-68044,57984,142351,185507,-43156,230912
2019:Q1,226993,5276,420,10820,824,-35600,9864,7548,4144,-4000,-53156,1300,298856,-89100,34197,37041,-2844,226884
2019:Q2,230719,19356,7144,-21376,-1608,-229784,-11152,61984,-2652,0,-277964,-3260,-511972,-156516,1128735,259959,868776,230608
2019:Q3,234535,22732,324,1992,33416,-165388,-20024,-181224,127212,0,-91352,1032,190264,336420,-186257,256767,-443024,234424
2019:Q4,235726,-31372,9288,17120,-19804,-177844,2288,-34672,-46212,0,-99248,-4952,-72032,-67788,583110,256758,326352,235612
2020:Q1,234053,-1968,-912,29372,-760,13552,15768,-125348,9700,0,113432,1672,55348,-11996,149745,256761,-107016,233972
2020:Q2,234591,-6344,-5860,-6248,-9644,-28288,-24032,-151772,47120,0,100396,-3968,-176712,-41180,512835,256719,256116,234488
2020:Q3,237131,4648,-1284,3720,-5036,109260,-264,110612,46260,0,-47348,932,125344,-5240,4787,256699,-251912,237028
2020:Q4,236382,27492,36,-26012,19832,204000,-6512,170416,-6112,0,46208,-2372,-125268,98744,39930,256694,-216764,236280
2021:Q1,236375,-12796,28,8424,42156,246760,26868,68308,20652,0,130932,1968,-164684,-88172,202691,256679,-53988,236280
2021:Q2,236375,4448,648,-5748,24584,279592,12264,177312,-2548,0,92564,-276,-270128,-32292,235547,256655,-21108,236276
2021:Q3,236390,32876,-1016,29572,-32156,47684,-4156,112052,42628,0,-102840,872,-337192,38972,456778,256670,200108,236280
2021:Q4,236394,12976,-76,1556,13572,194060,7100,131716,13624,0,41620,48,-258716,4304,268670,256634,12036,236276
