date,Federal government; Treasury securities; liability,Federal government; marketable Treasury securities; liability,Federal government; Treasury bills; liability,Federal government; other marketable Treasury securities; liability,Federal government; long-term marketable Treasury securities issued to the Civil Service Retirement Fund through the Federal Financing Bank; liability,Federal government; nonmarketable Treasury securities; liability,Federal government; U.S. savings securities; liability,State and local governments; State and local government series securities (SLGS); asset,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan G Fund; asset,Federal government defined benefit retirement funds; nonmarketable Treasury securities; asset,Other financial business; nonmarketable Treasury securities held by Federal Reserve credit facility LLCs; asset,Federal government; other nonmarketable Treasury securities; liability,All sectors; Treasury securities; asset,Households and nonprofit organizations; Treasury securities; asset,Federal government; U.S. savings securities; liability,Households and nonprofit organizations; Treasury securities, excluding U.S. savings securities; asset,Nonfinancial corporate business; Treasury securities; asset,Nonfinancial noncorporate business; total U.S. government securities; asset,State and local governments; Treasury securities, including SLGS; asset,State and local governments; State and local government series securities (SLGS); asset,State and local governments; Treasury securities, excluding SLGS; asset,Monetary authority; total Treasury securities; asset,Monetary authority; Treasury bills; asset,Monetary authority; other Treasury securities, excluding Treasury bills; asset,U.S.-chartered depository institutions; Treasury securities; asset,Foreign banking offices in the U.S.; Treasury securities; asset,Banks in U.S.-affiliated areas; Treasury securities; asset,Credit unions; Treasury securities; asset,Property-casualty insurance companies; Treasury securities, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; Treasury bills, including those held by U.S. residual market reinsurers; asset,Property-casualty insurance companies; other Treasury securities, including those held by U.S. residual market reinsurers, excluding Treasury bills; asset,Life insurance companies; Treasury securities; asset,Life insurance companies; Treasury bills, including those held by U.S. captive reinsurers; asset,Life insurance companies; other Treasury securities, including those held by U.S. captive reinsurers, excluding Treasury bills; asset,Private pension funds; Treasury securities; asset,Private defined benefit pension funds; Treasury securities; asset,Private defined contribution pension funds; Treasury securities; asset,Federal government retirement funds; Treasury securities; asset,Federal government defined benefit retirement funds; Treasury securities; asset,Federal government defined contribution retirement funds; Treasury securities held by Thrift Savings Plan; asset,State and local government employee defined benefit retirement funds; Treasury securities; asset,Money market funds; Treasury securities; asset,Money market funds; Treasury bills; asset,Money market funds; Other Treasury securities, excluding Treasury bills; asset,Mutual funds; Treasury securities; asset (market value),Mutual funds; Treasury bills; asset,Mutual funds; other Treasury securities, excluding Treasury bills (includes all Treasury securities before 2010:Q4); asset,Closed-end funds; Treasury securities; asset,Exchange-traded funds; Treasury securities; asset,Government-sponsored enterprises; Treasury securities; asset,Issuers of asset-backed securities; Treasury securities; asset,Security brokers and dealers; Treasury securities (net); asset,Holding companies; Treasury securities; asset,Other financial business; Treasury securities; asset,Rest of the world; Treasury securities; asset,Rest of the world; Treasury bills and certificates; asset,Rest of the world; other Treasury securities, excluding Treasury bills and certificates; asset,Instrument discrepancies; Treasury securities (level)
1982:Q4,1077356,869350,311820,557530,0,208006,68346,25680,0,99245,0,14735,1079727,187493,68346,119147,21011,3244,126272,25680,100592,135607,54425,81182,145776,3757,900,1276,14712,611,14101,16529,0,16529,75171,56378,18793,99245,99245,0,36898,42646,0,42646,5087,0,5087,599,0,3402,0,9199,216,0,150687,55628,95059,-2371
1983:Q1,1130245,925470,331884,593586,0,204775,68821,27140,0,96374,0,12440,1132548,195183,68821,126362,24404,3987,132180,27140,105040,136651,55469,81182,167493,4645,946,1543,16069,846,15223,19715,0,19715,79729,59797,19932,96374,96374,0,39812,44873,0,44873,4611,0,4611,602,0,3407,0,3492,220,0,156612,58771,97841,-2303
1983:Q2,1179462,966482,334299,632183,0,212980,69697,33110,0,98735,0,11438,1181685,211824,69697,142127,26870,4711,140253,33110,107143,140511,58213,82298,185520,5424,1008,2913,16781,1116,15665,22088,0,22088,83051,62288,20763,98735,98735,0,43672,28279,0,28279,5170,0,5170,603,0,3198,0,-871,222,0,161723,61338,100385,-2223
1983:Q3,1238968,1010312,340733,669579,0,228656,70565,35100,0,111500,0,11491,1241120,229989,70565,159424,24105,5386,142844,35100,107744,146171,62898,83273,195919,5034,1067,3213,18173,1532,16641,24513,0,24513,89104,66828,22276,111500,111500,0,46278,22074,0,22074,4395,0,4395,600,0,3864,0,4483,288,0,162120,64062,98058,-2152
1983:Q4,1277228,1044748,343815,700933,0,232480,71485,36730,0,113787,0,10478,1276540,229992,71485,158507,30144,6023,149223,36730,112493,150558,54425,96133,204575,5390,1100,2684,19424,2058,17366,28636,0,28636,93332,69999,23333,113787,113787,0,48910,22839,0,22839,4059,0,4059,592,0,1824,0,-473,359,0,163562,68668,94894,688
1984:Q1,1324160,1092278,350230,742048,0,231882,72249,38050,0,111640,0,9943,1323378,246237,72249,173988,38101,6139,153510,38050,115460,150814,66366,84448,216144,5183,1115,3294,20686,2266,18420,30886,0,30886,95023,71267,23756,111640,111640,0,54561,19374,17051,2323,4720,0,4720,575,0,2412,0,-2602,328,0,165238,70200,95038,782
1984:Q2,1358733,1121406,343282,778124,0,237327,72937,39940,0,115547,0,8903,1357757,272409,72937,199472,37282,6155,159581,39940,119641,152859,66928,85931,211237,5068,1108,3813,22002,2569,19433,31752,0,31752,92123,69092,23031,115547,115547,0,59177,14889,10454,4435,5267,0,5267,545,0,3048,0,-7718,310,0,171303,72862,98441,976
1984:Q3,1425508,1172606,356798,815808,0,252902,73698,41380,0,128964,0,8860,1424794,289882,73698,216184,33740,5920,161925,41380,120545,155018,68487,86531,213244,4996,1098,4105,24137,2642,21495,35035,0,35035,98763,74072,24691,128964,128964,0,64331,13618,9898,3720,6194,0,6194,519,0,6411,0,491,368,0,176035,73801,102234,714
1984:Q4,1493072,1232741,374369,858372,0,260331,74515,44390,0,132262,0,9164,1495464,279888,74515,205373,36467,5481,165993,44390,121603,159223,71035,88188,214892,4812,1100,3711,25955,2687,23268,41204,0,41204,108403,81302,27101,132262,132262,0,67914,25395,20329,5066,6688,0,6688,512,0,2707,0,12140,428,0,200289,76369,123920,-2392
1985:Q1,1544223,1277088,379477,897611,0,267135,75443,47700,0,140863,0,3129,1546560,300575,75443,225132,30156,5468,176228,47700,128528,160983,71469,89514,227388,4807,1117,4925,26749,2830,23919,42665,0,42665,112153,84115,28038,140863,140863,0,73822,26109,19962,6147,12127,0,12127,518,0,5333,0,-1600,472,0,195702,71956,123746,-2337
1985:Q2,1594076,1310253,381872,928381,0,283823,76697,53880,0,144839,0,8407,1597039,284777,76697,208080,42730,5488,190544,53880,136664,169110,78301,90809,224242,3992,1138,5642,27024,2949,24075,45019,0,45019,119439,89579,29860,144839,144839,0,77190,24733,19668,5065,17226,0,17226,531,0,6720,0,-3507,522,0,209640,73455,136185,-2963
1985:Q3,1654805,1348328,384220,964108,0,306477,78248,62780,0,158741,0,6708,1657592,300689,78248,222441,35913,5588,196949,62780,134169,169702,79231,90471,227294,4424,1167,5950,30004,3181,26823,46615,0,46615,122973,92230,30743,158741,158741,0,79910,22677,18924,3753,23706,0,23706,559,0,10557,0,-3436,648,0,216962,73756,143206,-2787
1985:Q4,1758725,1425915,399893,1011828,14194,332810,79777,87510,0,157936,0,7587,1769061,291512,79777,211735,41102,5754,258670,87510,171160,177798,85425,92373,217143,4773,1209,6153,32338,3543,28795,51700,0,51700,128551,96413,32138,172130,172130,0,85383,24570,20530,4040,39719,0,39719,612,0,6786,0,-4011,777,0,226392,69133,157259,-10336
1986:Q1,1793895,1461722,393172,1054381,14169,332173,81423,88450,0,155533,0,6767,1806774,266644,81423,185221,33539,9425,263205,88450,174755,176620,84247,92373,220556,4148,1308,6336,35771,3551,32220,53627,0,53627,131499,98624,32875,169702,169702,0,95028,29238,24462,4776,48660,0,48660,689,0,10035,0,14590,704,0,235450,73044,162406,-12879
1986:Q2,1850659,1488154,396650,1091504,0,362505,83821,98220,0,175169,0,5295,1862650,246344,83821,162523,40715,10008,292695,98220,194475,183849,91476,92373,222193,5497,1457,7198,38585,3529,35056,52798,0,52798,126849,95137,31712,175169,175169,0,98507,22336,15509,6827,57395,0,57395,789,0,13315,0,12498,643,0,253810,82701,171109,-11991
1986:Q3,1919205,1553259,410730,1127529,15000,365946,87769,102370,0,171641,0,4166,1930613,269180,87769,181411,38961,10530,292579,102370,190209,184437,92064,92373,224664,6298,1603,7757,42240,3519,38721,55032,0,55032,125171,93878,31293,186641,186641,0,104604,23927,17357,6570,66178,0,66178,906,0,13844,0,11164,670,0,264227,90634,173593,-11408
1986:Q4,2003903,1608685,426679,1167006,15000,395218,93332,110500,0,186682,0,4704,2020046,287362,93332,194030,40325,10771,315727,110500,205227,197625,103775,93850,226504,6876,1694,7959,46127,3561,42566,59033,0,59033,112795,89215,23580,201682,201682,0,115329,27997,20571,7426,70773,0,70773,1038,0,16288,0,4120,633,0,269388,90398,178990,-16143
1987:Q1,2027895,1624673,406194,1203479,15000,403222,94672,118490,0,183583,0,6477,2040579,265026,94672,170354,37705,10720,344782,118490,226292,196409,102812,93597,226860,8194,1724,9208,48663,3580,45083,61253,0,61253,112961,85738,27223,198583,198583,0,122815,18443,11529,6914,84051,0,84051,1285,0,18578,0,-6126,690,0,278755,93153,185602,-12684
1987:Q2,2066019,1646764,391049,1240715,15000,419255,96803,125400,390,189244,0,7418,2077009,284246,96803,187443,32734,10365,348605,125400,223205,210248,107702,102546,228933,7169,1692,10014,50679,3597,47082,57641,0,57641,107248,79665,27583,204634,204244,390,129503,20175,10460,9715,85954,0,85954,1061,0,15114,0,-17144,730,0,287408,93695,193713,-10990
1987:Q3,2102052,1663907,378263,1270644,15000,438145,98533,129030,727,202841,0,7014,2109351,297432,98533,198899,31671,9971,352819,129030,223789,211941,105785,106156,235949,7495,1664,10970,52561,3630,48931,57246,0,57246,110202,81092,29110,218568,217841,727,135414,15198,7793,7405,82623,0,82623,1034,0,17056,0,-26607,730,0,285414,89747,195667,-7299
1987:Q4,2176549,1711632,389497,1307290,14845,464917,101103,139340,1086,217105,0,6283,2177968,314223,101103,213120,31790,9799,357626,139340,218286,218906,107691,111215,232998,6493,1705,11186,54693,3693,51000,57078,0,57078,112999,83486,29513,233036,231950,1086,138866,14278,4989,9289,79334,0,79334,1604,0,20990,0,-16685,748,0,296301,101743,194558,-1419
1988:Q1,2213876,1743989,392647,1336497,14845,469887,104023,142880,1434,213114,0,8436,2216158,315830,104023,211807,31319,9796,367029,142880,224149,217496,107256,110240,227593,7502,1522,12458,56939,3796,53143,57077,0,57077,103552,77707,25845,229394,227959,1435,143570,14821,5430,9391,78617,0,78617,2277,0,24459,0,-15703,668,0,329942,108227,221715,-2282
1988:Q2,2238405,1755942,382292,1358650,15000,482463,106167,146940,1844,219929,0,7583,2239549,344410,106167,238243,26880,9897,363439,146940,216499,222450,105473,116977,220843,7390,1646,13487,59163,3949,55214,58298,0,58298,104488,77864,26624,236775,234929,1846,142940,13096,3971,9125,80019,0,80019,3547,0,20108,0,-31253,658,0,341268,107592,233676,-1144
1988:Q3,2286249,1786803,398451,1373352,15000,499446,107781,147600,2264,233193,0,8608,2286860,370220,107781,262439,26761,10079,355855,147600,208255,223573,106596,116977,218895,7328,1785,13874,61526,4098,57428,58515,0,58515,114250,87157,27093,250461,248193,2268,148740,10820,4668,6152,78147,0,78147,4418,0,21301,0,-31306,676,0,340942,108750,232192,-611
1988:Q4,2347021,1824433,413970,1395618,14845,522588,109556,151510,2725,249885,0,8912,2342126,393146,109556,283590,27933,10318,364256,151510,212746,233662,112782,120880,210863,6610,1898,14440,64187,4187,60000,58564,0,58564,112722,85146,27576,267460,264730,2730,150659,11541,5166,6375,75604,0,75604,4800,0,26261,0,-47396,759,0,353839,115057,238782,4895
1989:Q1,2380469,1856155,417020,1424290,14845,524314,112167,154420,3211,245331,0,9185,2374680,408420,112167,296253,37140,10655,355914,154420,201494,228643,108011,120632,216016,6196,1994,13994,66858,4217,62641,57021,0,57021,104456,80170,24286,263394,260176,3218,151057,12716,5700,7016,74304,0,74304,5500,0,27272,0,-35659,755,0,368034,108864,259170,5789
1989:Q2,2397204,1861784,397069,1449715,15000,535420,114020,155990,3744,253190,0,8476,2395843,427922,114020,313902,39716,11129,358584,155990,202594,231767,109031,122736,196240,5790,2083,13327,69746,4183,65563,55028,0,55028,109626,84119,25507,271943,268190,3753,151664,11063,5040,6023,74163,0,74163,5989,0,7264,0,-8745,747,0,360797,99736,261061,1361
1989:Q3,2446148,1892480,406597,1470883,15000,553668,115706,158580,4257,266179,0,8946,2443719,431648,115706,315942,44739,11605,359807,158580,201227,221051,98487,122564,183911,5816,2167,12822,72603,4149,68454,52741,0,52741,115216,87436,27780,285447,281179,4268,153198,12643,5539,7104,75471,0,75471,6282,0,14714,0,-4995,716,0,386117,99857,286260,2429
1989:Q4,2526312,1942516,430648,1496868,15000,583796,117725,163270,4841,284287,0,13673,2532207,405759,117725,288034,51432,11946,369087,163270,205817,226775,104581,122194,182538,6432,2248,12115,75176,4176,71000,52917,0,52917,122396,93036,29360,304142,299287,4855,152396,14760,7427,7333,76364,0,76364,6629,0,12990,0,21506,857,0,423742,91100,332642,-5895
1990:Q1,2572450,1955020,453077,1486943,15000,617430,119881,163510,5409,279038,0,49592,2575522,424184,119881,304303,44125,12183,401112,163510,237602,217899,95504,122395,195410,8933,2323,11243,77401,4276,73125,59182,0,59182,111101,84536,26565,299465,294038,5427,162764,31274,22504,8770,78153,0,78153,6651,0,18507,0,-2986,924,0,415674,87762,327912,-3072
1990:Q2,2615484,1985110,453505,1516605,15000,630374,121866,164280,6073,286075,0,52080,2619533,433317,121866,311451,45692,12347,404999,164280,240719,231383,108838,122545,191527,9240,2391,10289,79209,4459,74750,58980,0,58980,116508,87813,28695,307171,301075,6096,168301,27900,17984,9916,78958,0,78958,6561,0,23942,0,-11205,757,0,421266,89675,331591,-4049
1990:Q3,2692566,2043898,482454,1546444,15000,648668,123909,161250,6710,299748,0,57051,2695381,478322,123909,354413,36616,12452,407261,161250,246011,234373,111828,122545,191790,10468,2457,9337,81120,4620,76500,59934,0,59934,119700,90950,28750,321491,314748,6743,170147,33917,19494,14423,77820,0,77820,6556,0,40079,0,-33339,735,0,434145,91084,343061,-2815
1990:Q4,2798410,2117196,527415,1574781,15000,681214,126213,160820,7437,317641,0,69103,2793772,504684,126213,378471,37649,12512,410555,160820,249735,235090,112520,122570,183306,11424,2526,8546,83649,4649,79000,59151,0,59151,122254,93594,28660,340122,332641,7481,168235,45414,25785,19629,81297,0,81297,6830,0,34326,0,7277,562,0,438363,96796,341567,4638
1991:Q1,2849066,2165271,533262,1617009,15000,683795,129706,159380,7995,311631,0,75083,2844266,503579,129706,373873,34502,12497,415619,159380,256239,240965,114245,126720,195264,14770,2579,9191,88802,4559,84243,63000,0,63000,114699,84516,30183,334695,326631,8064,177144,66040,34156,31884,88809,0,88809,7408,0,37728,0,-6815,533,0,443257,102122,341135,4800
1991:Q2,2903119,2204987,521544,1668443,15000,698132,133178,161020,8703,321001,0,74230,2897381,513454,133178,380276,34726,12373,416835,161020,255815,247484,119314,128170,206018,12523,2596,9575,96038,4322,91716,65104,0,65104,114156,83514,30642,344797,336001,8796,178753,55498,24889,30609,92517,0,92517,8307,0,38214,0,-5679,919,0,453173,100878,352295,5738
1991:Q3,3020264,2308289,564589,1728700,15000,711975,135368,158120,9248,335634,0,73605,3017648,522073,135368,386705,42221,12254,430235,158120,272115,258554,128569,129985,222957,14412,2651,10127,103184,4097,99087,72274,0,72274,116866,86047,30819,360002,350634,9368,163948,64789,36874,27915,100784,0,100784,9252,0,43002,0,8904,1561,0,457598,107021,350577,2616
1991:Q4,3128797,2390681,590389,1785292,15000,738116,138122,159740,9989,355999,0,74266,3133549,527786,138122,389664,43426,12249,435538,159740,275798,266486,132635,133851,232731,20843,2817,14075,108064,4041,104023,77751,0,77751,116946,84682,32264,381140,370999,10141,165494,79597,48445,31152,114872,0,114872,9967,0,40754,0,5669,1055,0,476289,110734,365555,-4752
1992:Q1,3208656,2473821,615818,1843003,15000,734835,142020,157790,10450,349685,0,74890,3209885,563728,142020,421708,42011,12356,460017,157790,302227,265796,129492,136304,258440,18662,3094,16400,112270,4153,108117,80317,0,80317,106319,73851,32468,375322,364685,10637,171904,84839,49972,34867,93841,0,93841,10490,0,53606,0,-15437,4019,0,491891,119882,372009,-1229
1992:Q2,3281821,2532517,618218,1899299,15000,749304,145359,161860,11196,359374,0,71515,3284668,571981,145359,426622,57611,12560,435563,161860,273703,276883,136849,140034,265738,23598,3482,18431,114895,4432,110463,82362,0,82362,105472,73470,32002,385792,374374,11418,177959,79679,47544,32135,98970,0,98970,10855,0,51144,0,-5661,3981,0,513373,128672,384701,-2847
1992:Q3,3370625,2606080,634287,1956793,15000,764545,150327,157570,11837,374902,0,69909,3376055,596610,150327,446283,52292,13040,429310,157570,271740,279712,133752,145960,282488,25342,3907,19850,113244,4725,108519,86254,0,86254,107974,73865,34109,402015,389902,12113,197677,79892,45711,34181,97310,0,97310,11195,0,54792,0,-427,5616,0,517962,134882,383080,-5430
1992:Q4,3472337,2683010,657661,2010349,15000,789327,157267,153530,12654,395786,0,70090,3464587,625522,157267,468255,60589,12976,418175,153530,264645,295011,141794,153217,288325,29591,4295,19938,113628,4883,108745,88778,0,88778,108371,73658,34713,423751,410786,12965,203534,79620,47999,31621,103193,0,103193,11642,0,58702,0,-7657,6264,0,520339,127644,392695,7750
1993:Q1,3523422,2737390,659877,2062513,15000,786032,163628,151630,13235,387820,0,69719,3518025,642106,163628,478478,42943,13288,434058,151630,282428,298461,142104,156357,299375,31813,4690,21213,116805,4918,111887,96075,0,96075,98822,63520,35302,416413,402820,13593,204950,77674,45230,32444,115482,0,115482,12160,0,56305,0,-4995,5605,0,534782,137093,397689,5397
1993:Q2,3593018,2786667,659280,2112387,15000,806351,166536,152820,13966,397383,0,75646,3585977,644312,166536,477776,47830,13386,441428,152820,288608,313143,151796,161347,295746,31673,5137,22529,121038,4847,116191,101624,0,101624,97622,63924,33698,426770,412383,14387,211378,76388,46319,30069,119104,0,119104,12678,0,59358,0,-1318,5993,0,540158,144208,395950,7041
1993:Q3,3649853,2829297,658381,2155916,15000,820556,169089,149450,14621,412230,0,75166,3646940,644510,169089,475421,53078,13453,421087,149450,271637,319357,151982,167375,301069,31927,5532,22018,125475,4761,120714,108703,0,108703,110389,73601,36788,442355,427230,15125,221833,74468,43294,31174,124577,0,124577,13196,0,65354,0,-19674,5719,0,562514,165341,397173,2913
1993:Q4,3757742,2911911,714631,2182280,15000,845831,171925,149450,15311,432864,0,76281,3753193,690850,171925,518925,48839,13600,420702,149450,271252,332015,160368,171647,303227,36113,5773,22550,129266,4755,124511,109980,0,109980,104033,68061,35972,463725,447864,15861,217450,80430,53850,26580,137595,0,137595,13714,0,51593,0,-28313,5500,0,594551,176739,417812,4549
1994:Q1,3801381,2964629,721146,2228483,15000,836752,175000,145500,15755,424948,0,75549,3790898,729782,175000,554782,57537,11124,419193,145500,273693,337260,162947,174313,323323,39220,5400,23652,131274,4650,126624,106761,0,106761,103736,65286,38450,456296,439948,16348,224335,68914,42804,26110,115969,0,115969,13476,0,57066,0,-44830,6050,0,605360,173610,431750,10483
1994:Q2,3817354,2971742,698446,2258296,15000,845612,177135,143380,16498,434373,0,74226,3803772,757252,177135,580117,53152,15507,413090,143380,269710,347644,168576,179068,310057,39562,5200,24209,133312,4575,128737,109342,0,109342,112112,69228,42884,466465,449373,17092,220641,59522,36183,23339,111973,0,111973,13238,0,55481,0,-53124,4953,0,604184,171652,432532,13582
1994:Q3,3868006,3011491,697295,2299196,15000,856515,178623,137390,17589,448883,0,74030,3853067,784766,178623,606143,60794,16126,399574,137390,262184,353010,169785,183225,294341,37341,5000,22495,135349,4500,130849,112854,0,112854,118097,75547,42550,482080,463883,18197,217370,59945,37463,22482,108965,0,108965,13000,0,46405,0,-45723,4958,0,626320,164793,461527,14939
1994:Q4,3951076,3074079,733753,2325326,15000,876997,179923,132620,18516,470506,0,75432,3908272,845958,179923,666035,50820,18330,371630,132620,239010,364519,177378,187141,275149,32656,5145,22063,137375,4413,132962,107084,0,107084,120741,78177,42564,504618,485506,19112,215554,67603,45536,22067,109734,0,109734,12762,0,51942,0,-42684,4702,0,632571,162938,469633,42804
1995:Q1,4008374,3147620,756447,2376173,15000,860754,181366,122910,19817,461892,0,74769,3968304,853709,181366,672343,41270,20338,352221,122910,229311,363707,177187,186520,269193,53242,5353,21178,137717,4717,133000,111163,0,111163,121464,78716,42748,497342,476892,20450,224973,67745,44140,23605,112879,0,112879,12648,0,56621,0,-29236,4064,0,670713,170283,500430,40070
1995:Q2,4043573,3172695,748302,2409393,15000,870878,182559,121150,20631,471918,0,74620,4008671,853381,182559,670822,47962,21244,315622,121150,194472,372641,181965,190676,248290,59959,5854,20210,138222,5022,133200,111774,0,111774,121526,78870,42656,508243,486918,21325,217221,58671,41422,17249,108707,0,108707,12788,0,56338,0,-129,5762,0,724385,182338,542047,34902
1995:Q3,4078084,3199633,742462,2442171,15000,878451,183527,113370,21208,486617,0,73729,4043301,843706,183527,660179,43647,22701,306322,113370,192952,367669,177093,190576,242995,58937,5932,19884,138676,5326,133350,111837,0,111837,120109,79208,40901,523558,501617,21941,211282,64196,39775,24421,120459,0,120459,12374,0,53727,0,-8106,3119,0,780277,193334,586943,34783
1995:Q4,4114850,3247828,760680,2472148,15000,867022,184994,104460,12780,491332,0,73456,4107500,835244,184994,650250,57098,23626,292068,104460,187608,378197,183116,195081,226018,62276,5389,18308,139066,5630,133436,108102,0,108102,120195,79732,40463,519921,506332,13589,208194,71287,43081,28206,133489,0,133489,12311,0,57996,0,18274,3494,0,816947,197355,619592,7350
1996:Q1,4200416,3326813,811919,2499894,15000,873603,185839,96480,22175,495850,0,73259,4187490,828230,185839,642391,57356,25057,286003,96480,189523,377056,183202,193854,227164,67778,5052,19305,139488,5934,133554,105818,0,105818,121265,79217,42048,533862,510850,23012,213528,87222,48059,39163,130537,0,130537,11818,0,54195,0,5215,2872,0,888669,228705,659964,12926
1996:Q2,4188197,3302754,773612,2514142,15000,885443,186496,97830,22841,507650,0,70626,4173559,822273,186496,635777,63106,27092,285599,97830,187769,383914,187370,196544,219597,72038,5260,19060,133899,5071,128828,100672,0,100672,121061,79334,41727,546321,522650,23671,221067,82167,45538,36629,125202,0,125202,11693,0,34513,0,-14080,2842,0,910263,218608,691655,14638
1996:Q3,4241371,3344692,761232,2568460,15000,896679,186784,95670,23217,520788,0,70220,4226566,843829,186784,657045,52144,27775,265879,95670,170209,383910,183650,200260,212864,71857,4657,18243,130504,5520,124984,101802,0,101802,116806,76323,40483,559868,535788,24080,213439,85824,48574,37250,119699,0,119699,11696,0,34454,0,-3985,3396,0,971905,212478,759427,14805
1996:Q4,4316468,3387118,777414,2594704,15000,929350,187007,101270,23990,546392,0,70691,4307512,888016,187007,701009,47095,28550,259072,101270,157802,390907,190647,200260,190332,80714,4130,17416,126166,5316,120850,92748,0,92748,114885,74652,40233,586278,561392,24886,212791,92046,43063,48983,114145,0,114145,11861,0,18760,0,-12836,4106,0,1040330,236874,803456,8956
1997:Q1,4354993,3433093,785558,2632535,15000,921900,186503,104770,24212,536537,0,69878,4321322,885174,186503,698671,54405,30114,250172,104770,145402,395076,189149,205927,197146,93987,4740,18234,94300,5715,88585,93260,0,93260,115830,75372,40458,576630,551537,25093,211138,84179,38080,46099,114055,0,114055,11200,0,19057,0,-22758,3649,0,1091734,229849,861885,33671
1997:Q2,4295238,3361985,704135,2642850,15000,933253,186338,107920,25013,546040,0,67942,4280042,841918,186338,655580,40178,30723,245284,107920,137364,410914,195531,215383,188756,85764,4840,18310,94749,5482,89267,94402,0,94402,115729,76116,39613,586960,561040,25920,214907,76327,29727,46600,117530,0,117530,11045,0,13465,0,-28009,2961,0,1113289,200971,912318,15196
1997:Q3,4321648,3369532,701909,2652623,15000,952116,186167,111860,24932,561602,0,67555,4323029,830838,186167,644671,36848,31574,237077,111860,125217,411822,193693,218129,178518,90508,5336,16144,95735,5625,90110,97858,0,97858,116364,77121,39243,602474,576602,25872,223531,76443,26559,49884,122307,0,122307,11016,0,21687,0,-42821,2744,0,1157026,205812,951214,-1381
1997:Q4,4379966,3388018,715394,2657624,15000,991948,186496,124080,25704,586693,0,68975,4386660,806072,186496,619576,26846,32235,241144,124080,117064,430736,197123,233613,181380,95073,4217,16042,96414,5284,91130,86874,0,86874,116875,77871,39004,628396,601693,26703,218997,87775,41729,46046,128943,0,128943,10851,0,25879,0,-5344,4042,0,1153213,193240,959973,-6694
1998:Q1,4395245,3399328,720077,2664251,15000,995917,186179,139140,25906,575469,0,69223,4401161,812980,186179,626801,21850,34170,239729,139140,100589,433182,195258,237924,186816,99679,4565,15361,92355,5428,86927,84290,0,84290,113845,72248,41597,617415,590469,26946,212146,84742,38756,45986,133268,0,133268,10580,0,11960,0,31929,2285,0,1158014,191572,966442,-5916
1998:Q2,4324866,3302345,641114,2646231,15000,1022521,185967,154970,26400,586532,0,68652,4340807,802261,185967,616294,19024,35854,260332,154970,105362,439773,197264,242509,166579,103805,4340,14808,87195,5567,81628,81015,0,81015,111506,67462,44044,629009,601532,27477,213210,82899,29591,53308,131729,0,131729,10431,0,15089,0,-29276,1701,0,1159523,169220,990303,-15941
1998:Q3,4310920,3265085,637648,2612437,15000,1045835,185888,164430,26468,601276,0,67773,4363579,822741,185888,636853,20292,37039,273937,164430,109507,446047,195864,250183,139881,86352,3744,13644,82459,6322,76137,77497,0,77497,107362,62277,45085,643932,616276,27656,207823,84136,29668,54468,126400,0,126400,10564,0,19024,0,38103,984,0,1121618,160599,961019,-52659
1998:Q4,4366585,3292049,690986,2586063,15000,1074536,186627,165290,27883,627911,0,66825,4398171,774034,186627,587407,23615,37974,285711,165290,120421,452141,194772,257369,135008,84795,3555,13146,76766,6401,70365,73815,0,73815,103244,57247,45997,672034,642911,29123,212576,110121,48116,62005,121349,0,121349,10140,0,25158,0,15817,928,0,1166244,183494,982750,-31586
1999:Q1,4364067,3298489,725517,2557972,15000,1065578,186532,167450,27831,617554,0,66211,4367166,715723,186532,529191,22992,37275,293613,167450,126163,465686,196759,268927,145188,85984,2987,12157,73680,6443,67237,71864,0,71864,105128,61258,43870,661610,632554,29056,211463,101036,45957,55079,118031,0,118031,9911,0,29837,0,48120,1164,0,1153717,192992,960725,-3099
1999:Q2,4266094,3187031,647844,2524187,15000,1079063,186482,172590,28823,627736,0,63432,4249469,661836,186482,475354,21103,36826,304025,172590,131435,484866,198127,286739,140786,83161,3005,12536,70529,4903,65626,68686,0,68686,112405,69067,43338,672764,642736,30028,213790,85686,29822,55864,115941,0,115941,9664,0,27339,0,-12250,1174,0,1135597,179477,956120,16625
1999:Q3,4262488,3172959,653165,2504794,15000,1089529,186220,168090,29377,642468,0,63374,4237528,633176,186220,446956,21191,36878,304879,168090,136789,489037,197183,291854,134406,92495,2641,10821,67873,5188,62685,65217,0,65217,119550,76044,43506,688027,657468,30559,204790,89080,33234,55846,108441,0,108441,9540,0,28188,0,-21843,896,0,1152245,189180,963065,24960
1999:Q4,4336716,3221095,737068,2469027,15000,1115621,186449,165730,30562,669033,0,63847,4218763,699712,186449,513263,19420,37179,310531,165730,144801,477963,176517,301446,132981,94503,2808,9683,66509,4780,61729,61865,1,61864,120121,75893,44228,715720,684033,31687,198824,106366,60055,46311,100884,0,100884,8145,0,30943,6,-42626,8861,0,1058365,185675,872690,117953
2000:Q1,4298636,3201973,753288,2433685,15000,1096663,185263,161870,30455,657950,0,61125,4186673,635509,185263,450246,21881,37675,312518,161870,150648,501708,197038,304670,135207,89739,2498,9427,65276,5792,59484,61473,2,61471,117782,73413,44369,704496,672950,31546,196900,101397,58680,42717,98517,0,98517,8187,0,25151,10,-6509,935,7526,1059370,194957,864413,111963
